model,fold,tpr,fpr
IR,5,0.7622720897615708,0.2117701575532901
IR,5,0.7629733520336606,0.2117701575532901
IR,5,0.7629733520336606,0.21269694161260427
IR,5,0.7636746143057503,0.21269694161260427
IR,5,0.7636746143057503,0.21408711770157554
IR,5,0.7650771388499299,0.21408711770157554
IR,5,0.7650771388499299,0.21501390176088972
IR,5,0.7692847124824684,0.21501390176088972
IR,5,0.7692847124824684,0.21825764596848934
IR,5,0.7699859747545582,0.21825764596848934
IR,5,0.7699859747545582,0.21872103799814643
IR,5,0.7713884992987378,0.21872103799814643
IR,5,0.7713884992987378,0.2201112140871177
IR,5,0.7720897615708275,0.2201112140871177
IR,5,0.7720897615708275,0.2205746061167748
IR,5,0.7727910238429172,0.2205746061167748
IR,5,0.7727910238429172,0.22103799814643188
IR,5,0.7741935483870968,0.22103799814643188
IR,5,0.7741935483870968,0.22196478220574606
IR,5,0.7769985974754559,0.22196478220574606
IR,5,0.7769985974754559,0.22381835032437442
IR,5,0.7776998597475456,0.22381835032437442
IR,5,0.7776998597475456,0.22567191844300277
IR,5,0.7791023842917251,0.22567191844300277
IR,5,0.7791023842917251,0.2284522706209453
IR,5,0.7798036465638148,0.2284522706209453
IR,5,0.7798036465638148,0.23076923076923078
IR,5,0.7805049088359046,0.23076923076923078
IR,5,0.7805049088359046,0.23169601482854496
IR,5,0.7812061711079944,0.23169601482854496
IR,5,0.7812061711079944,0.23308619091751623
IR,5,0.7819074333800842,0.23308619091751623
IR,5,0.7819074333800842,0.2344763670064875
IR,5,0.782608695652174,0.2344763670064875
IR,5,0.782608695652174,0.23586654309545876
IR,5,0.7833099579242637,0.23586654309545876
IR,5,0.7833099579242637,0.23632993512511585
IR,5,0.7847124824684432,0.23632993512511585
IR,5,0.7847124824684432,0.23725671918443003
IR,5,0.7854137447405329,0.23725671918443003
IR,5,0.7854137447405329,0.23772011121408712
IR,5,0.7861150070126227,0.23772011121408712
IR,5,0.7861150070126227,0.2386468952734013
IR,5,0.7868162692847125,0.2386468952734013
IR,5,0.7868162692847125,0.24003707136237257
IR,5,0.7875175315568023,0.24003707136237257
IR,5,0.7875175315568023,0.24050046339202966
IR,5,0.788218793828892,0.24050046339202966
IR,5,0.788218793828892,0.24189063948100092
IR,5,0.7896213183730715,0.24189063948100092
IR,5,0.7896213183730715,0.242354031510658
IR,5,0.7903225806451613,0.242354031510658
IR,5,0.7903225806451613,0.24467099165894346
IR,5,0.7917251051893408,0.24467099165894346
IR,5,0.7917251051893408,0.24930491195551435
IR,5,0.7924263674614306,0.24930491195551435
IR,5,0.7924263674614306,0.25023169601482853
IR,5,0.7931276297335204,0.25023169601482853
IR,5,0.7931276297335204,0.25069508804448565
IR,5,0.7938288920056101,0.25069508804448565
IR,5,0.7938288920056101,0.2511584800741427
IR,5,0.7959326788218793,0.2511584800741427
IR,5,0.7959326788218793,0.2516218721037998
IR,5,0.7973352033660589,0.2516218721037998
